POINT_INDEX,TIMESTAMP,GPS_LON,GPS_LAT,MATCHED_EDGE,MATCHED_LON,MATCHED_LAT,MATCHED_NODE,DISTANCE_TO_EDGE,OFFSET_ON_EDGE,SPEED_LIMIT
0,,-122.107083333333,47.6674833333333,884147800802,-122.105398178101,47.6675292849541,884147800795,126.29154871500086,0.0,11.11111111
1,,-122.107066666667,47.6675,884147800801,-122.107066666667,47.6675292849541,884147800794,3.256338322928709,0.9926744912964717,11.11111111
2,,-122.107066666667,47.6675,884147800801,-122.107066666667,47.6675292849541,884147800794,3.256338322928709,0.9926744912964717,11.11111111
3,,-122.107033333333,47.6675166666667,884147800801,-122.107033333333,47.6675292849541,884147800794,1.403089541492486,3.4887470071134445,11.11111111
4,,-122.106983333333,47.6675333333333,884147800801,-122.106983333333,47.6675292849541,884147800794,0.45015922862656765,7.232855707413267,11.11111111
5,,-122.106916666667,47.6675333333333,884147800801,-122.106916666667,47.6675292849541,884147800794,0.45015922862656765,12.225000591131796,11.11111111
6,,-122.106833333333,47.6675166666667,884147800801,-122.106833333333,47.6675292849541,884147800794,1.403089541492486,18.465181808312728,11.11111111
7,,-122.106733333333,47.6675166666667,884147800802,-122.105398178101,47.6675292849541,884147800795,99.98918333974707,0.0,11.11111111
8,,-122.1066,47.6675166666667,884147800802,-122.105398178101,47.6675292849541,884147800795,90.00598437987516,0.0,11.11111111
9,,-122.106466666667,47.6675166666667,884147800802,-122.105398178101,47.6675292849541,884147800795,80.02305792005292,0.0,11.11111111
10,,-122.106333333333,47.6675166666667,884147800802,-122.105398178101,47.6675292849541,884147800795,70.04052040310745,0.0,11.11111111
11,,-122.1062,47.6675166666667,884147800802,-122.105398178101,47.6675292849541,884147800795,60.05856596041531,0.0,11.11111111
12,,-122.106066666667,47.6675166666667,884147800802,-122.105398178101,47.6675292849541,884147800795,50.07754314890246,0.0,11.11111111
13,,-122.10595,47.6675166666667,884147800802,-122.105398178101,47.6675292849541,884147800795,41.345442777745845,0.0,11.11111111
14,,-122.105833333333,47.6675166666667,884147800802,-122.105398178101,47.6675292849541,884147800795,32.61556748011046,0.0,11.11111111
15,,-122.1057,47.6675166666667,884147800802,-122.105398178101,47.6675292849541,884147800795,22.644593154097027,0.0,11.11111111
16,,-122.105583333333,47.6675166666667,884147800802,-122.105398178101,47.6675292849541,884147800795,13.935641896998094,0.0,11.11111111
17,,-122.105466666667,47.6675166666667,884147800802,-122.105398178101,47.6675292849541,884147800795,5.317040975715794,0.0,11.11111111
18,,-122.10535,47.6675166666667,884147800802,-122.10535057015294,47.6675311580537,884147800795,1.6119342216273622,3.571064574899219,11.11111111
19,,-122.105216666667,47.6675166666667,884147800802,-122.10521744289706,47.66753639584737,884147800795,2.1945547031578116,13.55691875896141,11.11111111
20,,-122.1051,47.6675166666667,884147800802,-122.10510095654755,47.66754097891686,884147800795,2.7043476272915394,22.294541217909615,11.11111111
21,,-122.105,47.6675166666667,884147800802,-122.1050011111054,47.667544907262126,884147800795,3.141312989648157,29.783931874049472,11.11111111
22,,-122.104866666667,47.6675333333333,884147800802,-122.10486732912531,47.66755017081544,884147800795,1.8728996519826044,39.818896817400656,11.11111111
23,,-122.10475,47.6675333333333,884147800802,-122.1047508427758,47.66755475388493,884147800795,2.3826925760219466,48.556519275284565,11.11111111
24,,-122.104616666667,47.6675333333333,884147800802,-122.10461771551994,47.6675599916786,884147800795,2.965313056711013,58.542373459346756,11.11111111
25,,-122.104483333333,47.6675333333333,884147800802,-122.10448306929376,47.66756052937436,884147800795,3.0241264260409637,7.266948134107767,11.11111111
26,,-122.104333333333,47.6675333333333,884147800802,-122.10433308343137,47.667559073200934,884147800795,2.862203867322115,18.49937808029284,11.11111111
27,,-122.104183333333,47.6675333333333,884147800802,-122.10418309756898,47.667557617027505,884147800795,2.700281309297925,29.731808027542066,11.11111111
28,,-122.104033333333,47.6675333333333,884147800802,-122.10403311170658,47.66755616085408,884147800795,2.5383587512735417,40.964237973727144,11.11111111
29,,-122.103866666667,47.6675333333333,884147800421,-122.1028393507,47.6681300997734,884147800476,101.59281382589776,28.120276162522327,22.22222222
30,,-122.103666666667,47.6675333333333,884147800421,-122.1028393507,47.6681300997734,884147800476,90.78113000236291,28.120276162522327,22.22222222
31,,-122.103466666667,47.6675333333333,884147800421,-122.1028393507,47.6681300997734,884147800476,81.3013487499688,28.120276162522327,22.22222222
32,,-122.103266666667,47.6675333333333,884147800421,-122.102549672127,47.6679691672325,884147800485,72.32716694644778,50.862982673107595,22.22222222
33,,-122.103083333333,47.6675166666667,884147800421,-122.102549672127,47.6679691672325,884147800485,64.25419618596194,50.862982673107595,22.22222222
34,,-122.102916666667,47.6675166666667,884147800421,-122.102549672127,47.6679691672325,884147800485,57.33144679618446,50.862982673107595,22.22222222
35,,-122.10275,47.6675166666667,884147800421,-122.10249311406432,47.66793438553622,884147800485,50.273897693397466,45.1276036381996,22.22222222
36,,-122.102633333333,47.6675166666667,884147800421,-122.10240846210185,47.667882326842744,884147800476,44.00845871407718,36.54330870579499,22.22222222
37,,-122.102516666667,47.6675166666667,884147800421,-122.1023238101401,47.667830268149714,884147800476,37.743018872159794,27.95901384658449,22.22222222
38,,-122.102416666667,47.6675333333333,884147800421,-122.10225868827149,47.667790219941764,884147800476,30.917189345423555,21.355205613607847,22.22222222
39,,-122.102333333333,47.6675333333333,884147800802,-122.10233746497097,47.66754873307481,884147800795,1.740098101562541,2.61962648336382,11.11111111
40,,-122.102283333333,47.66755,884147800802,-122.10228665106051,47.66756236607521,884147800795,1.3973081163403822,6.715532291459489,11.11111111
41,,-122.102266666667,47.66755,884147800802,-122.10227110352136,47.66756653736621,884147800795,1.8686443038439144,7.968757152590529,11.11111111
42,,-122.102266666667,47.66755,884147800802,-122.10227110352136,47.66756653736621,884147800795,1.8686443038439144,7.968757152590529,11.11111111
43,,-122.102266666667,47.66755,884147800802,-122.10227110352136,47.66756653736621,884147800795,1.8686443038439144,7.968757152590529,11.11111111
44,,-122.102266666667,47.66755,884147800802,-122.10227110352136,47.66756653736621,884147800795,1.8686443038439144,7.968757152590529,11.11111111
45,,-122.102266666667,47.66755,884147800802,-122.10227110352136,47.66756653736621,884147800795,1.8686443038439144,7.968757152590529,11.11111111
46,,-122.102266666667,47.66755,884147800802,-122.10227110352136,47.66756653736621,884147800795,1.8686443038439144,7.968757152590529,11.11111111
47,,-122.102266666667,47.66755,884147800802,-122.10227110352136,47.66756653736621,884147800795,1.8686443038439144,7.968757152590529,11.11111111
48,,-122.102266666667,47.66755,884147800802,-122.10227110352136,47.66756653736621,884147800795,1.8686443038439144,7.968757152590529,11.11111111
49,,-122.102266666667,47.66755,884147800802,-122.10227110352136,47.66756653736621,884147800795,1.8686443038439144,7.968757152590529,11.11111111
50,,-122.102266666667,47.66755,884147800802,-122.10227110352136,47.66756653736621,884147800795,1.8686443038439144,7.968757152590529,11.11111111
51,,-122.102266666667,47.66755,884147800802,-122.10227110352136,47.66756653736621,884147800795,1.8686443038439144,7.968757152590529,11.11111111
52,,-122.102266666667,47.66755,884147800802,-122.10227110352136,47.66756653736621,884147800795,1.8686443038439144,7.968757152590529,11.11111111
53,,-122.102266666667,47.66755,884147800802,-122.10227110352136,47.66756653736621,884147800795,1.8686443038439144,7.968757152590529,11.11111111
54,,-122.102266666667,47.66755,884147800802,-122.10227110352136,47.66756653736621,884147800795,1.8686443038439144,7.968757152590529,11.11111111
55,,-122.102266666667,47.6675666666667,884147800802,-122.1022669322302,47.66756765649311,884147800795,0.11184571026981047,8.304988227837487,11.11111111
56,,-122.102266666667,47.6675666666667,884147800802,-122.1022669322302,47.66756765649311,884147800795,0.11184571026981047,8.304988227837487,11.11111111
57,,-122.102266666667,47.6675666666667,884147800802,-122.1022669322302,47.66756765649311,884147800795,0.11184571026981047,8.304988227837487,11.11111111
58,,-122.102266666667,47.6675666666667,884147800802,-122.1022669322302,47.66756765649311,884147800795,0.11184571026981047,8.304988227837487,11.11111111
59,,-122.102266666667,47.6675666666667,884147800802,-122.1022669322302,47.66756765649311,884147800795,0.11184571026981047,8.304988227837487,11.11111111
60,,-122.102266666667,47.6675666666667,884147800802,-122.1022669322302,47.66756765649311,884147800795,0.11184571026981047,8.304988227837487,11.11111111
61,,-122.102266666667,47.6675666666667,884147800802,-122.1022669322302,47.66756765649311,884147800795,0.11184571026981047,8.304988227837487,11.11111111
62,,-122.102266666667,47.6675666666667,884147800802,-122.1022669322302,47.66756765649311,884147800795,0.11184571026981047,8.304988227837487,11.11111111
63,,-122.102266666667,47.6675666666667,884147800802,-122.1022669322302,47.66756765649311,884147800795,0.11184571026981047,8.304988227837487,11.11111111
64,,-122.102266666667,47.6675666666667,884147800802,-122.1022669322302,47.66756765649311,884147800795,0.11184571026981047,8.304988227837487,11.11111111
65,,-122.102266666667,47.6675666666667,884147800802,-122.1022669322302,47.66756765649311,884147800795,0.11184571026981047,8.304988227837487,11.11111111
66,,-122.102266666667,47.6675666666667,884147800802,-122.1022669322302,47.66756765649311,884147800795,0.11184571026981047,8.304988227837487,11.11111111
67,,-122.102266666667,47.6675666666667,884147800802,-122.1022669322302,47.66756765649311,884147800795,0.11184571026981047,8.304988227837487,11.11111111
68,,-122.102266666667,47.6675666666667,884147800802,-122.1022669322302,47.66756765649311,884147800795,0.11184571026981047,8.304988227837487,11.11111111
69,,-122.102266666667,47.6675666666667,884147800802,-122.1022669322302,47.66756765649311,884147800795,0.11184571026981047,8.304988227837487,11.11111111
70,,-122.102266666667,47.6675666666667,884147800802,-122.1022669322302,47.66756765649311,884147800795,0.11184571026981047,8.304988227837487,11.11111111
71,,-122.102266666667,47.6675666666667,884147800802,-122.1022669322302,47.66756765649311,884147800795,0.11184571026981047,8.304988227837487,11.11111111
72,,-122.102266666667,47.6675666666667,884147800802,-122.1022669322302,47.66756765649311,884147800795,0.11184571026981047,8.304988227837487,11.11111111
73,,-122.102266666667,47.6675666666667,884147800802,-122.1022669322302,47.66756765649311,884147800795,0.11184571026981047,8.304988227837487,11.11111111
74,,-122.102266666667,47.6675666666667,884147800802,-122.1022669322302,47.66756765649311,884147800795,0.11184571026981047,8.304988227837487,11.11111111
75,,-122.102266666667,47.6675666666667,884147800802,-122.1022669322302,47.66756765649311,884147800795,0.11184571026981047,8.304988227837487,11.11111111
76,,-122.102266666667,47.6675666666667,884147800802,-122.1022669322302,47.66756765649311,884147800795,0.11184571026981047,8.304988227837487,11.11111111
77,,-122.102266666667,47.6675666666667,884147800802,-122.1022669322302,47.66756765649311,884147800795,0.11184571026981047,8.304988227837487,11.11111111
78,,-122.102266666667,47.6675666666667,884147800802,-122.1022669322302,47.66756765649311,884147800795,0.11184571026981047,8.304988227837487,11.11111111
79,,-122.102266666667,47.6675666666667,884147800802,-122.1022669322302,47.66756765649311,884147800795,0.11184571026981047,8.304988227837487,11.11111111
80,,-122.102266666667,47.6675666666667,884147800802,-122.1022669322302,47.66756765649311,884147800795,0.11184571026981047,8.304988227837487,11.11111111
81,,-122.102266666667,47.6675666666667,884147800802,-122.1022669322302,47.66756765649311,884147800795,0.11184571026981047,8.304988227837487,11.11111111
82,,-122.102266666667,47.6675666666667,884147800802,-122.1022669322302,47.66756765649311,884147800795,0.11184571026981047,8.304988227837487,11.11111111
